smiles,gap
N1C2C3C4C1C2N=CN34,0.221
C1C2C1C1CCCC2O1,0.3137
OC1COC1=NCC#C,0.2619
O=C1C2CCC=CC1N2,0.2108
C1C(CO1)N2CC(=O)C2,0.2089
CC1=CC2NC1CC2=O,0.208
C1C2CCCCCOC12,0.3054
NC(=N)C1=NOC(=N)O1,0.2011
CC12NC1CC2(O)C#C,0.2573
CC(CO)(CO)C=O,0.2184
CCC12NC1C1NC21,0.2684
CC1OC11CN2CC12,0.3134
CC12CCC1OC(=O)N2,0.3139
CC1[NH2+]CC(=C1)C([O-])=O,0.151
CC1C(C)C1C(C)(C)O,0.3077
CC1C2OC11C=CCC21,0.2295
N#CC1CC2OCCC12,0.2862
CN=c1cc[nH]c(=O)o1,0.1946
Cc1c(c(n[nH]1)C)O,0.2315
CC1C(C#C)C1(N)C#N,0.2489
COC1CC(C)C1=O,0.2003
CC12CC(C1)C2(C)C,0.3609
N#CC12OCC3NC1C23,0.2472
N=C1NC2(COC2)CO1,0.2891
CCN1C2CC(O)C12,0.2944
CC12C3CC4C3C1OC24,0.317
CC1=CC2OC1(C)C2=O,0.2465
N#CCC1C2C3CC1N23,0.2871
CC1=CC(CC=O)OC1,0.2178
Cn1c(ccc1OC)N,0.2327
CC1=C(N)CC(O)C1=O,0.202
CC1C2CC2C2(C)CC12,0.3191
C1C2C3OC4C1C2OC34,0.3045
COC1OC(C)C2CC12,0.3445
CCC#CC#N,0.2468
[NH3+]C1CC2(OC12)C([O-])=O,0.1391
CC1CC2(CN2C)C1=O,0.2011
c1cnc(c(c1O)N)F,0.2067
CCCOC1(C)CC1C,0.3304
C1C2COC=NC12,0.2525
CCC(O)C(C)NC=O,0.2817
CC#CCC#CCOC,0.2786
N=C1C=C(OC=N1)C#C,0.1777
CC(C(N)C#N)N1CC1,0.2787
CC1CCC(CO1)C=O,0.2181
Cn1c(nc(n1)C#N)O,0.2242
c1nc(=O)ncn1C=O,0.1819
CCC(=O)NC(C)C#C,0.2706
C1CC(=C2CCC=C2)C1,0.1877
O=CCC1C=CCC1=O,0.2142
CC12CC3C1CCC3C2,0.3581
CC(=O)C1C2CC=CC12,0.2131
CC1OC2C3C=CC2C13,0.2327
Cn1cc(cc1N)N,0.2221
CC(C)(CC(C)(C)O)O,0.3162
C#CC1(CC(=O)O1)C#C,0.2556
CC(C)N1C2C3OC3C12,0.2618
CC1(C)C2CC1(CO)O2,0.3164
OC1C=CC2OC(=O)C12,0.2554
COC1CC2N(C)C12C,0.3062
COCC1OC1(C)C,0.3387
CC1C2C1C1NC2C1=O,0.2318
CNC(=O)C1NC1C#C,0.252
CNc1ccc(=O)on1,0.1576
CN1CC2(CN2)C1C#N,0.2537
OC1C2CCC11COC21,0.3107
CNc1c(nn[nH]1)CO,0.2237
CC(=O)C(=O)CC#N,0.1592
OC(COC=O)CC#C,0.2848
CC(C)C1OC2CC12C,0.3023
CC1(NC11CCC1)C#C,0.2677
N=COC1CC11CCO1,0.2464
CC12NC1CC(=C2)C#C,0.2009
c1nc(nn1C=O)O,0.2012
CC1(COC(=O)C1)C#N,0.2772
CC(C)C1OCC1C,0.318
NC1(CC11COC1)C#N,0.2746
CCc1ccccc1,0.241
CC1OCCC1C#C,0.297
CC1=CC2CC(C2)C1,0.2477
c1cncnc1NC=O,0.2023
CC1(CO)CC(O)C1=O,0.196
COC12COC1C2CO,0.2992
OCCC12CN(C1)C2,0.3022
Cc1ccc(cc1C)N,0.2043
Cn1cc(c(=O)nn1)O,0.1769
OCC12CN1CC(O)C2,0.2937
c1coc2c1CC(=O)N2,0.1985
CC1(CCN=CO1)C#N,0.2678
COC(=O)NC(=N)CO,0.259
CCC1OC(CC)C1C,0.3197
O=CC1COC(C=O)=N1,0.1793
CC(CO)COC(N)=O,0.3236
N#CC1NCC2CC1N2,0.2569
C#Cc1cccnc1N,0.1754
OC1(CCC1C#C)C=O,0.2077
CC12CC1N=C(O2)C#C,0.2088
COc1ccccc1F,0.2203
CCC(C)(C#C)C#N,0.2963
OC1CC(C#N)C11CC1,0.2986
Cc1ccc(o1)NC=N,0.2279
O=CC1C2OC2C1C#C,0.2143
c1cc([nH]c1)CCC#N,0.2346
CC#CCC1(CCC1)C,0.2982
CCC#CC(C)(O)C#C,0.2717
C#CC1C2CC(C#C)N12,0.2508
Cc1nc2n(n1)CCC2,0.2624
c1cncc(c1C=O)N,0.1546
NC(=O)C(C=O)C1CC1,0.2067
N1C=NC2C3C4OC3C124,0.2397
OC1CC1(C#C)C1CC1,0.2789
CNC(=O)NC(=N)OC,0.2693
N#CC12CNCCC1N2,0.262
CC(C)C(=O)C1CO1,0.217
N#CC1CC2CCCN12,0.2424
COC=NC1CCCC1,0.2671
CC(=O)N1CCC1C=O,0.2081
CN(C)c1conc1N,0.2181
NC(=O)C1(N)CNC1=O,0.2412
COC1C(C)OC11CC1,0.3001
Cn1cc(nc1)N,0.2207
CC12COC1CC1CC21,0.3248
C1C2OC3C1C21COC31,0.3063
CC1CC1C(C)(C)C#N,0.318
C1CC12COC(=N2)C=O,0.168
OC(CCN1CC1)C#N,0.2561
CC1C2C3CCC2C13C,0.3611
CC1(O)C2OCCC12O,0.2806
OCCC1NC1C=O,0.221
O=CC1=CCC2OC2C1,0.1983
CN1C2C3CC2(O3)C1=O,0.2438
C#CCC1COCC=C1,0.263
OCC12CC1(CN2)C#N,0.2663
CC1CCC2C(O)C12,0.3139
OC1CC1C1=CN=NO1,0.2061
[NH3+]CC1(CC([O-])=O)CC1,0.2716
N#CC1CCC=CCC1,0.2568
CC(C)C(=O)NCCO,0.2767
CC(CO)OC(C)=O,0.2834
c1cnc-2cncoc12,0.1566
CC1=CCC(CC=O)C1,0.2147
CCC1OC1(C#N)C#N,0.2765
N=C1CC(CCC=O)O1,0.2296
CC(O)CN1N=NN=N1,0.2542
CC1=CC2C3CC2C13O,0.2257
CCC1CC1CCC=O,0.2278
COC12CC1(O)C=CC2,0.2428
CCOC12C3CC1OC23,0.3055
C1N2C3C=C4COC13C24,0.1663
OC1C2NC1C21CCO1,0.308
C(=N)NC(=N)C(=O)C#N,0.1329
CCC(CC)OC=NC,0.2747
COCC(=N)OC,0.2759
N#CC1C2CCCCN12,0.2536
COC1C=CCC1O,0.2631
NC1(COC1=N)C#C,0.2567
CC(=NO)C1NC1CO,0.248
CC12CC(OC1)C2C#N,0.2777
OCC1CC2OC(=O)C12,0.2776
CCOc1c(nn[nH]1)N,0.2107
CC1C2C3OC2(C=O)C13,0.2082
C1OC23CC4C(C12)N4C3,0.2945
C1CC23COC2COC13,0.3188
O1C=NC=CN=CN=C1,0.1791
CC1=CCC2(O)CCC12,0.2581
C1CC(C1)N(C=N)C=O,0.2266
CC1C2NC1(C)C2C#N,0.2743
C1C(CO1)C#CCCO,0.2928
CC1(CO)C2CC(=O)C12,0.2286
CC1OCC2COC12,0.3227
O=C1C2C3OC1(C#N)C23,0.2175
CC1CC23CC4N2CC134,0.2538
Cc1nc(no1)N,0.2308
CC12CC1(CO)CC2O,0.3159
O=C(C#C)C12CN(C1)C2,0.1631
CCC1C(=O)C2NC12C,0.2141
N=C1CC(CO1)C=O,0.226
CCOC(C)C1CC1C,0.3251
CC#CC1C(C)C1O,0.2793
CC(=O)OCC#CC#C,0.2222
C(C#N)C(=O)C#CC=O,0.1958
Cc1cc(=O)c(co1)O,0.196
c1c(onn1)C(F)(F)F,0.2369
CCC1(CC1C#N)C=O,0.2198
CCC(C)CC1CC1,0.3571
C#CC1(CN=CO1)C#N,0.2552
Cn1cc(nc1O)CO,0.2476
CC12CCCC1COC2,0.3213
CCC12CC3C(O)C1N23,0.3061
CC1=CC(=O)CC2OC12,0.1837
C1=C(C(=O)NC1=O)CO,0.1793
CC12COC3(CC3)C1N2,0.3223
C1OC1C1CC2COC12,0.3117
c1c(=O)onc(n1)CO,0.1608
CCCOC1CC1OC,0.3178
CC#CC1OC1C1CN1,0.2592
CNC(C)C1=NON=N1,0.173
CC1COCOCC1O,0.3017
COCC1=CC(O)CC1,0.2575
C1OC2OC1C1OC21,0.3416
CCC(CO)C1(O)CC1,0.3037
C1OC2C1C1CCC2O1,0.3211
CC1(C=CN(C1=O)C)C,0.2106
CC12CCC=CC1(C)N2,0.2389
C#CC1C2OC1C2C#N,0.2736
CC1CC2=NC(O)=CN12,0.224
CC1C2CC=CCC12C,0.2677
CC1OC1(C)C1(C)CC1,0.3447
CCc1cn[nH]c1NC,0.2351
CC(C)C1CCC1C=O,0.2223
CC(C=O)C12CC1CC2,0.2223
CC#Cc1ccc(o1)N,0.1798
CC1(C)OC2CC2C=C1,0.2468
CNC1=CC(=N)OC1,0.2109
CC1COCC1C,0.3197
c1c(c(on1)C#N)C#N,0.1973
CCC(=O)C(C)C#N,0.2327
C1C2C3OC4C3CN2C14,0.2678
CC1C2CC1(C2)C(C)=O,0.2203
CC(C#N)N(C)CC#C,0.2481
CC#CC1CC1(C)C=O,0.2073
C1CN1C1COC=NC1,0.2704
CCCN1CCC1=O,0.2785
CN1C2C3CC1C23C,0.2974
CC1NC(=O)NC1C#N,0.271
OCC(C#N)C1CO1,0.3041
CCC(CO)OC1CC1,0.3265
CC12CC(CC1)C2CO,0.3227
CC(C)C1OCC1CO,0.307
CCC1CC2CC2(C)O1,0.3076
CC1(C)C2COCC12C,0.3243
c1c(c([nH]c1N)N)O,0.2269
COC(C)CC(C)=O,0.2349
CC1C2CCC(O)CC12,0.3233
CC1C(C)C1(O)CCO,0.3072
C1NC11CCCC11CN1,0.2943
CC1CC(=O)C=C(C)N1,0.188
CCC12C3OC(C13)C2O,0.3082
C[NH2+]CC1NC1C([O-])=O,0.2602
OC12CC(C1)C(=O)NC2,0.2729
ON=C1COC2CC1C2,0.2496
CC12C3C4CC(C1C4)N23,0.3173
CCC1OC1(C)C=O,0.2198
COC12CCC1C=CC2,0.2593
CCN1CC(C)OC1=O,0.301
CC1C2NC(=O)C1C=C2,0.2168
CC(C)C,0.401
CC1NC2C(OC12)C=O,0.2055
O=CC1OC2C3CN3C12,0.2033
c1cc(=O)[nH]c(c1F)N,0.1643
OC1CC(O)(C1)C#N,0.2777
CC1(C)C2CCCOC12,0.3209
N=C1OCC=CCC1=O,0.1904
OC1C2NC11CCOC21,0.3046
c1cnc(c(c1O)F)N,0.2155
CCC12CC(O)C1N2,0.3144
C1C2C3C4NC4C=C1C23,0.2161
CC12NC1CC1C(O)C21,0.2828
Cc1cc(co1)NC,0.2182
CCC12C(O)C3C1CC23,0.3193
C1C(CN1CCO)C#N,0.2603
CC1C2C3C(N13)C21CO1,0.3293
OC12CC3CC1(C#C)C23,0.2642
OCC1COCOC1=O,0.2552
CCC1(CC1)NC(=O)N,0.2982
CC(=O)C1(O)CC=CC1,0.2258
CC12CC(C1)OC2=O,0.2748
C1CC=CC2NC2C=C1,0.217
CC(O)C(C)C1CC1O,0.3184
CCCc1cc(no1)O,0.2466
Cc1c(cn[nH]1)N(C)C,0.2378
CN1CC2C1CC2=O,0.1981
c1c(noc1N(=O)=O)O,0.1808
CCC(C)(C=O)C(C)=O,0.2059
CC1CCC(C)C1O,0.3232
CN1CCc2c1[nH]nn2,0.2124
CC(C)(O)C#CC1CN1,0.2664
[NH3+]CC1COC1C([O-])=O,0.1181
CN1C2CC2(O)C1=O,0.2319
C1CNC(=O)CNC1=O,0.2538
O=C1CC2COCC2=C1,0.1944
CCC1(CC2(C1)CC2)C,0.3411
CC1C(C)C2C1OC2=N,0.2833
CCC1CC2CC(=O)N12,0.2343
CC1CC2C1C2(C)C#N,0.3127
CCC12C(CC1O)N2C,0.2979
CC1(CC(O)C1)N1CC1,0.2998
CC12CC1CNC(=O)O2,0.3014
OCC1C2C(O)C2C1=O,0.2229
CCC1C2CCOC12,0.3182
CC(CCC(C)=O)C=O,0.2246
CC1C2C3CC3(C#C)C12,0.2755
CC1COC(C)C1C=O,0.2181
c1cnc([nH]1)C2CCC2,0.2436
COC12C3NC1C(=O)C23,0.2197
CCC#CC1NC1C#N,0.2587
c1c2n(nn1)CCN2,0.2306
CC#CCNCC#N,0.267
C1CN1C2(COC2)C#N,0.2764
c1c(nncn1)OC=O,0.1656
CN=C1NN=CN=C1,0.1524
OC1C2CC1C21CO1,0.312
N=C1OCC11CC1C#N,0.2698
OC1C2C3CCN2C13,0.3066
NC1=CC(=O)OC1=N,0.1806
CN=C1CCC2CC2O1,0.269
CC1(C#C)C2CCCC12,0.2927
ON=C1C=CC2(O)CC12,0.1864
O=CC1CN1C1CCC1,0.21
CC1=CC(C(=O)C1)(C)C,0.2214
C#Cc1ncnc(n1)O,0.2072
OC1CCNC(=O)CC1,0.2712
CC1CC(O)C2NC12C,0.3019
C#CC12CC1CC2,0.2702
CC1NC(=N)NC1=O,0.2351
OCC1C2N3CC2(O)C13,0.3125
OCC1C2CCCCC12,0.3264
OCC(C=O)C(O)C#C,0.2221
CC1(O)C2C3CC3(O)C12,0.311
CC(N)(C#N)C#CC#C,0.2257
c1c2c(ncn1)onn2,0.1866
CC1CC23CC(C2C)N13,0.282
OC1(C#C)C2CCC1O2,0.2818
c1c(cc(cc1F)F)O,0.2344
NC1(CO)COC1C#N,0.2546
CC(C)c1ncccn1,0.2084
CC(=O)OC1OCC=C1,0.2528
C#CC1CN=C(N1)C#N,0.2037
CCC1CCCC(C)O1,0.3284
CC1C2NC(=O)CC12C,0.2644
CCC(CC)CNC=O,0.2824
O=CCC1CC1OC=O,0.2267
NC(=O)CC1C2CCC12,0.2737
CC1C2C(CO)C2C1O,0.2973
c1c2n(nn1)CC=CC2,0.2465
CC1C(CC#C)C1C#C,0.2876
CC1C2C(=O)C1C21CC1,0.2527
Cc1[nH]c(c(n1)N)CO,0.2088
CC1CC2(C)CCCC12,0.3484
NC1=C(OC=N)C=CN1,0.2157
CC12C3C4OC1C4C23O,0.3069
OC12CC1(CC2)NC=O,0.2669
O=CC1CC11OCC1=O,0.1989
OCC12OC1C(O)C2=O,0.1943
COC1CC2CCC1O2,0.3272
CC(C)(C)C1=NCCO1,0.272
OCC1(O)CC(=O)C1O,0.2171
CCOc1conc1C,0.2285
CC1NC(C#N)C2NC12,0.2674
C#CC1OC23CN(C2)C13,0.2379
CC12OC3CC1(O)C2O3,0.2907
CC1OC2(CO)COC12,0.3003
OCC1C2C=CC1C2O,0.2416
NC(=O)C1NC1C(N)=O,0.2344
OCC(=O)C1CC(=O)N1,0.2188
COCC(C=O)C1CN1,0.2136
O=COC1CNC1C=O,0.207
N=C1OC=NN1CC=O,0.1897
C1C2CN1C1=C2N=NN1,0.2301
CCN1CC(C)C(=O)C1,0.2055
CC1C2NC2C(=O)C1O,0.1998
O=CC#CC1CCCO1,0.2041
CC1NC11C2CC1OC2,0.3159
CC(C)CC1(CC1)C#C,0.2947
CC1(CN1C=O)C=O,0.2148
CC1C2C3OC3CCN12,0.2852
CC1CC(O)(C=O)C=C1,0.2132
CC(C)C1C2CCCC12,0.3306
CC1(OCC=C1)C#N,0.2522
C(CC=O)COCC#N,0.23
c1cn(nc1N)CCO,0.2289
N=C1OCCN1CC#C,0.2641
CC1C2COC12C1CC1,0.2989
OCC1CC2C(O)C2O1,0.3069
CN(C=O)C1C2CCC12,0.2641
C1NC11C2OC1C1NC21,0.301
CC1CC(=O)C1C(N)=O,0.221
O=CCC1CC(O1)C=O,0.2109
C#CCCC1CCCC1,0.3156
CC1=C(F)C(=N)N=NN1,0.1695
CC1(O)COC1C#C,0.2648
C1NC1C1=CN=NC=N1,0.1667
C1CC2CC=CC(C1)C2,0.2656
OC12C3C1C1C=C2CC31,0.1215
CC1OC2C3CC12OC3,0.2841
Cc1nc(on1)C(=O)C,0.191
OC1CCC2COC2C1,0.313
CCC1(O)CC(O)C1=O,0.2019
C1CC2NC2C2OC2C1,0.3129
CN=C1OC(C#C)C1C,0.2626
CN=COCC1OC1C,0.2733
COC1CC2C(C)CC12,0.3201
CC12CCC1N(C2)C=O,0.2647
CC12CC3C4C(C13)N4C2,0.3127
CC1=CCCC2CC1O2,0.2404
CC1(O)C2CC1OCO2,0.3144
OC1(C=O)C2CC1C2,0.2185
CC12C(O)C1CC2(C)O,0.3076
CC1NC(=O)NC1CO,0.2992
CC1(O)C2OC(C=O)C12,0.2076
COC1C=CC2CC12O,0.2387
CCC(=O)N1CC(=O)C1,0.2086
c1nncn1C2CC2,0.264
CC(O)C(C#N)C(N)=O,0.2713
Cc1[nH]c(=O)[nH]n1,0.2422
CC12CCC(C)(CC1)O2,0.3224
OC(C#N)C(C=O)C#C,0.2166
NC(C#N)C(N)=O,0.2626
CC1CC1OC(C)=O,0.2794
O=C1C2COC1C21CN1,0.196
CC1=CC(O)COC1,0.2494
N=CN1C(C#C)C1C#C,0.2417
C1C=C2CC=CC22OC12,0.2263
CC1C2CC3COC3C12,0.31
CC(O)CC#CCO,0.2761
c1c(=O)ncoc1O,0.2095
CC1N(C)CC1(N)C#N,0.2495
C1C(=NO)COC(=O)O1,0.2512
c1ccc2c(c1)nco2,0.213
Cc1c(cnc(=O)[nH]1)O,0.1552
CC1(CO)C=CCC1O,0.2646
CC#CCC1CCOC1,0.2956
CC12CN=C3OCC1N23,0.2264
CC(O)C(O)CNC=O,0.2556
CC(C)C1(C)COCO1,0.3298
CCC1(O)C2OCC12O,0.2682
N=C1OC2CC3CC1C23,0.2778
OC(C#N)C1CC(=O)N1,0.2599
CCCC(CC)C1CO1,0.345
CN1CC2(C1)NC2C#N,0.2412
c1c(c(c[nH]1)O)CO,0.2374
COC(C#N)C#CCO,0.2681
CCC12NC1C(C)C=C2,0.2435
CC(=O)n1cnc(n1)N,0.1849
c1c(c(no1)O)CCO,0.2484
FC1=CC(=O)N=NO1,0.2092
CC12OC(=N)C1C2CO,0.2695
CCc1c[nH]cc1OC,0.242
CC1C2OC2(CO)C1=O,0.2097
COc1cc(c(o1)O)N,0.2166
OC1CC2(COC2)C1=O,0.2093
CC12CC3CC(=O)C1N23,0.2219
CN1CCOC2(C)CC12,0.2861
CN1CC1C1=CON=N1,0.19
CCCc1cc(n[nH]1)O,0.2441
CCC(C)(O)C(C)C#N,0.3127
CCC1C2OC1C2CC,0.3163
CC1C=C(C)C2OCC12,0.2539
CC(O)C1(C)CC2CC12,0.3137
c1c(onc1N)CC=O,0.1997
CCOC(=N)C(O)C#C,0.2796
CC1(C)CC(CO)CO1,0.3103
CC(=N)OC(N)=O,0.2646
O=C1COC2C3OC1C23,0.2016
CC1CC2(CC12)C(C)=O,0.2255
NC1=CC(=O)C(C1)C#N,0.2099
NC1=NC2C(O1)C2C=O,0.2116
O=C1COCOC1C#N,0.2008
CC1CC2(CC2O)C1,0.3043
CC1(O)C2CC1C1OC21,0.3226
COC1C2CC1C(=O)N2,0.2635
CC(O)C1(CCN1)C#N,0.2599
CC1CC11OC(=N)C1N,0.267
OC1C=CC2=C1NC=N2,0.1784
O=C1OC2CC3CN3C12,0.2456
C[NH2+]CC(C)(C)C([O-])=O,0.1523
c1c(=O)[nH]cnc1F,0.1983
CCC(=O)NC(=N)OC,0.2477
CC1C2(C)CC2C11CC1,0.324
OC(C#C)C1(O)COC1,0.2655
O=C1CNC(C1)C1CO1,0.205
CC1(C)CC(=O)C2CC12,0.2258
C1CC23OC2CN2C1C32,0.3016
CN1C2CC1C2(O)C#C,0.2356
O=C1CNC2CC1C=C2,0.1869
C1COC(=O)CN1C=O,0.2544
OC1C2CC3N2C13C=O,0.2122
c1c(nc(nc1O)N)O,0.2271
CC1OC2CC3C2C13O,0.2999
CCC1=CON=NC1=O,0.198
CCOC1(C)CCC1C,0.322
O=C1C2CC1(CC#N)O2,0.2461
C1CCNC(=O)OCC1,0.2926
CC1C(O)C2CC=CC12,0.2546
CC(=O)Oc1ccoc1,0.2192
CC(C)N1CC2OCC12,0.2834
CC1(O)C2OCC12C=O,0.2146
CC(C)C(CCO)C#C,0.3087
CC1(CCCO)CCO1,0.319
C(F)(F)(F)F,0.6221
CC1(CO)CCC1=O,0.2157
N#CC1CC=CCCN1,0.251
OC1C(O)C1C(F)(F)F,0.3093
CCCCC1C2CCC12,0.3332
N=C1N=NOC=NC1=O,0.157
COCc1conn1,0.2298
CC(CO)C1=NCCO1,0.2707
OC1(C2CC2)C2CCC12,0.3083
CC12OCC1C2N1CC1,0.2835
C(COC(=N)NC=O)O,0.228
Cc1cnn(n1)C(C)C,0.2508
C#CC1C2CC3C(C2)N13,0.2867
CC(CO)C(C)(O)C=O,0.2166
CNC(=O)c1cc[nH]n1,0.2263
COC1C2CN3CC2C13,0.3028
C1CC2C3COC2C1O3,0.3167
C(N1CC1)C12CC1CC2,0.3004
NC(C#C)C(=O)N1CC1,0.2365
C1Cc2c(nc([nH]2)O)C1,0.2432
C#CC1(CC1)CC(=O)N,0.2638
OCC1C2C3CC1OC23,0.3052
ON=C1CN2C3CC2C13,0.2438
CCCNC(CN)C#N,0.2676
CC1C(CO)OC1(C)C,0.3129
CCCCC=O,0.2292
CC(C)(C)CCC(=O)N,0.2788
N=C1C=NNC=N1,0.1856
CCC12CC(C)(O)C1O2,0.3139
C1C2C1C13CCC21CO3,0.2823
N1C2C3OC3C3OC2C13,0.2846
CC(CO)C1(CN1)C#C,0.2847
CCC1NC(=O)C2OC12,0.2497
CCC1(O)CCC1=NO,0.2465
CC12NC1CCC2=O,0.2147
CC(C)Oc1cc[nH]n1,0.2427
CC1(C)CC2OCC2O1,0.3285
CCCC#CC(=O)CO,0.2098
CN(C)c1ccoc1O,0.2301
O=C1CCC2N3CC12C3,0.1884
OCC1(C#N)C2CC1C2,0.2996
N=COC1=NOC(=O)O1,0.2452
CN1CC2(O)CC1C2=O,0.2031
CC1CC2CC(C)CC12,0.3512
N=COCC1(CC1)C#N,0.2796
CCC(=O)C1CCC1O,0.2235
CC1CC(O)C(O)C=C1,0.2518
CC(=O)C1(CC1O)C=O,0.2202
C1COC(=N1)CCC=O,0.2279
C1C=CC=C(CO1)CO,0.1886
O=CCC1NC1C#N,0.2215
CCC1N2C(C)C2C1=O,0.2129
[NH2+]=CNC1=COC(=O)[N-]1,0.0984
CC1OC11CC(C)(O)C1,0.3174
CC12CCCC1C1OC21,0.3339
CCC12CC1(CO)CC2,0.3207
CC(=NO)CCOC,0.255
C1OC1C1=CN=CN=C1,0.2097
CC1C2C3C=C(C)C2C13,0.2242
CN1N=NC(C)=CC1=O,0.1815
O=C1COC11CCC=C1,0.2092
C1COC1=NCCCO,0.2781
CC(C)C1OCOC1=O,0.2709
OC12C3CCC1OC23,0.2916
C1C2CC11CN=COC21,0.2715
OCC1C(O)C1C1CN1,0.2803
CC1=CC2N3CC2(C3)C1,0.2231
CCC(C#N)C#CC=O,0.2032
C1C2C3C4COC3C4N12,0.309
CCC1(O)CC2(C)OC12,0.3094
CC(O)C1CC1(O)C#N,0.2778
CC(C#N)C1OCC1=O,0.2241
CC1([NH3+])CC(C1)C([O-])=O,0.2689
CCCCCC(N)C#N,0.2864
C#CCC(=O)C1CC1,0.2325
CC1CN=C(O1)C(N)=O,0.2208
Cc1cc2c(o1)C=CC2,0.1741
N#CC12CNC(CO1)C2,0.262
CCC(C)C(C)C(C)=O,0.2297
COC1CC=CC1C,0.2635
c1(nc([nH]n1)O)N,0.251
C1C(=O)CNC(=O)N1,0.2119
CC12CC(C=O)=CC1N2,0.1777
CC1NC(=O)C1(C)C#C,0.2627
CC1C2CCC1(C)O2,0.3242
CC1(C)N2C3CC3C12C,0.2793
CC1=CC(=N)NC(=O)O1,0.2149
CC1C2C(CCN12)C#N,0.2689
COC1=NC2CC3C2N13,0.2597
CC1=C(C)C2C3OC2C13,0.2216
CCC1(CN1)C(C)=NO,0.2429
Cc1ccoc1C(=O)N,0.2068
CCC1NC2(CC2)C1=O,0.2097
CC(O)C1C(C)C1CO,0.3042
c1c[nH]cc1N(=O)=O,0.1817
NC(C#N)C1=CN=CN1,0.2372
COC(CC=O)C#CC,0.2211
CC(O)C1CCC(=O)O1,0.2787
CN1CC1C(=O)C1CO1,0.1893
CN1C2C=CC(O)C12C,0.2181
C(CC(=O)C#N)CO,0.1939
NC1=NCC(O)CC1=O,0.17
Cc1cc(co1)C#C,0.2118
N=C1ON=CC=CC1=N,0.1692
CC(OC(N)=O)C=O,0.2288
OC1C2OC3(COC3)C12,0.2947
CC#CCC1CN1,0.2947
O=CC12NC3C(C=C1)C23,0.1851
CC1=CCNCC1=O,0.181
CC1C(CO)C1(O)C=O,0.2203
CCN=C(NC=O)OC,0.2318
CC1=CC(=[NH2+])C([O-])=CO1,0.1346
CC1OC1C1CO1,0.3411
CC1(C)C2CC(=NO)C12,0.2422
Cc1c(cc[nH]1)C(=O)C,0.1938
COC1CN2C=CN=C12,0.252
Cn1c2conc2nn1,0.177
C#CC1=CC2CCC1O2,0.2027
CC#CCC(CO)CO,0.2961
C1C2COCC3CCC123,0.3293
CC12CC3C4C1N4C23,0.3019
N#CC1OC2CC12,0.2617
CC1=C(O)C(=N)N=CN1,0.1854
CC(C)C(O)CC=O,0.2315
CC1CC2=C(C1)N=CN2,0.2389
C#Cc1cnc(cn1)O,0.1814
C1C2CC3(OC4CC34)C12,0.3103
N#CC12CC3C(C1)C3O2,0.2718
C1CC1CCOCC#N,0.2924
CC1(C)C2C3OC2C13C,0.2992
CCOC1C2COC12C,0.2961
CC#CC(CC#N)C=O,0.2148
OC(C=O)C(=O)N1CC1,0.2087
OCC1=CC2CC(C2)C1,0.2476
CC1OC(C)(C#C)C1O,0.2773
COC(C)C1CC1C=O,0.225
CC1C(O)CC=C1C,0.2591
CC(=O)C1OCOC1=O,0.2165
OC1C2OC1C2=O,0.2281
c1c2cn[nH]c2oc1N,0.2221
CCC(=O)NC(=O)C#C,0.1987
OC1CCCC2NC12,0.3122
C#CC1CCC=CCO1,0.2618
CC12CC3C(C=O)C1N23,0.2092
COC1(C)CC1OC=O,0.2781
CC1=C(O)OC(=N)C=N1,0.1533
CN1CC11CC(=O)C=C1,0.1902
CCC1(CC(C)O1)C#N,0.2867
O=CNCC1CC(=O)O1,0.264
C(=O)c1c(c([nH]n1)N)O,0.1772
CC(NC1CC1C)C#N,0.256
O=COC1CC2OC12,0.2726
C1OC1C1C=CC2CN12,0.2286
Cc1ccc([nH]1)C2CC2,0.2303
CC1NC1(C)C(=O)C=O,0.159
CC12C3OC1C3OC2=N,0.2583
OCC12CC1N=COC2,0.2502
COC1CC1(O)C#CC,0.2559
OC1C=CC(=O)C11CC1,0.1901
CC(N)=[NH+]C1=CC=N[N-]1,0.1608
CC1(CCO1)C(O)C#N,0.2688
[NH3+]CC1(CCO1)C([O-])=O,0.2537
OC1C=CC2COCC12,0.259
COC1CC11CCCC1,0.3058
O=CC1CC(N1)C#N,0.2125
C1OC2C3CC12OCC3,0.284
CC(O)C1CC(=O)C1O,0.2042
N=COC1CCCCO1,0.2855
CC1CCC1C(F)(F)F,0.3797
CCNc1[nH]c(cn1)O,0.2343
C1C(=NO)COC=N1,0.2408
CC1=C(CC2CC12)C=O,0.1889
CN1C2C3NC3C12,0.263
COCC(C)(O)CC#N,0.3106
OC12CC3C4C1CC2N34,0.2918
NC(=[NH2+])C1NC1C([O-])=O,0.2561
OCC12COC1C1NC21,0.2884
C(COC(=O)C=O)O,0.1809
C(CCO)CCOC=O,0.2806
CNC(=O)C1(CO)CO1,0.2538
CC1(O)CC(=O)C1O,0.2186
O=CC12CC(O1)C21CN1,0.2024
C#CC12NC1CC1CC21,0.2625
CC(C)(C#CCC#N)O,0.2867
Cc1c(non1)C#C,0.2159
Cc1c2c(n[nH]1)CC=C2,0.2035
CNC(CO)(C=O)C=O,0.1958
CC12CC(C1O)C21CN1,0.2981
C#CCc1c(n[nH]n1)O,0.2331
c1c(nc(c(=O)[nH]1)N)O,0.1548
CC1(CC1)C#CC#C,0.2185
